,index,adj neg air pressure raw,adj neg air pressure,current alarm mode,cont air counts raw,cont air counts,makeup wtr cond down raw,makeup wtr cond down,makeup wtr cond up raw,makeup wtr cond up,makeup wtr temp down,makeup wtr temp down raw,makeup wtr temp up,makeup wtr temp up raw,DAS health index,0-15 channel error,16-31 channel error status,error detection status 2,card temperature 2,error detection status 3,card temperature 3,error detection status 4,card temperature 4,error detection status 5,card temperature 5,fc positioning 10V supply,fiss-active-state,fiss-position,mag-current,mag-current-raw,mstat,nfd-1-cps,nfd-1cps-raw,nfd-1-cr,nfd-1-cr-raw,nfd-2-cr,nfd-2-cr-raw,nfd-2-log,nfd-2-log-raw,nfd-3-pwr,nfd-3-pwr-raw,nfd-3-pwr-rng,nfd-4-flux,nfd-4-flux-raw,ram-con-lvl,rom-con-lvl-raw,ram-pool-lvl,ram-pool-lvl-raw,ram-wtr-lvl,ram-wtr-lvl-raw,rcs-scram-rel-q,rcs-scram-st-q,rr-active-state,rr-position,rtpbtempa_00,rtpbtempb_00,rtpctempa_00,rtpctempb_00,rtphactcnta_00,rtphactcntb_00,src-active-state,src-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,ack-button,manual-scram
762875,3450,1.7047,0.0881,1.0,0.0793,1.2003,1.7486,0.7486,2.279,1.279,19.1784,1.7671,18.7287,1.7491,100.0,0.0,0.0,0.0,23.875,0.0,25.25,0.0,25.125,0.0,24.125,10.0,0.0,0.0057,53.0886,5.3089,2.0,507.6446,2.0822,-0.0283,1.3605,0.0281,1.3667,0.0011,2.093,0.0012,2.0086,10.0,0.0554,1.0015,0.125,2.3189,0.1513,2.4018,0.0365,1.7844,0.0,0.0,0.0,29.4759,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,45.6426,0.0,0.0
762876,3451,1.7048,0.0881,1.0,0.0793,1.2003,1.7486,0.7486,2.2792,1.2792,19.2881,1.7715,18.7178,1.7487,100.0,0.0,0.0,0.0,23.875,0.0,25.25,0.0,25.0,0.0,24.0,10.0,0.0,0.0062,53.0885,5.3089,2.0,509.865,2.083,0.007,1.3644,0.0194,1.3658,0.0011,2.0929,0.0012,2.0083,10.0,0.0585,1.0016,0.1223,2.3095,0.1744,2.4633,0.0496,1.9174,0.0,0.0,0.0,29.4751,24.0,24.0,36.0,36.0,15.0,0.0,0.0,183.0,0.0,62.5862,0.0,45.6425,0.0,0.0
762877,3452,1.7021,0.0878,1.0,0.0792,1.2,1.7489,0.7489,2.2793,1.2793,19.2327,1.7693,18.703,1.7481,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0067,53.0885,5.3088,2.0,513.6627,2.0843,0.0275,1.3666,0.0175,1.3655,0.0011,2.093,0.0012,2.0081,10.0,0.0621,1.0017,0.1194,2.299,0.1494,2.3962,0.0511,1.9305,0.0,0.0,0.0,29.4756,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5864,0.0,45.6421,0.0,0.0
762878,3453,1.7006,0.0876,1.0,0.0793,1.2003,1.7487,0.7487,2.2797,1.2797,19.1572,1.7663,18.6937,1.7477,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.125,10.0,0.0,0.0066,53.088,5.3088,2.0,509.6649,2.0829,0.0149,1.3653,0.0275,1.3666,0.0011,2.0932,0.0012,2.0082,10.0,0.0644,1.0017,0.1349,2.3519,0.16,2.426,0.0462,1.8866,0.0,0.0,0.0,29.476,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5866,0.0,45.6423,0.0,0.0
762879,3454,1.6995,0.0874,1.0,0.0796,1.2012,1.7487,0.7487,2.2796,1.2796,19.0602,1.7624,18.6976,1.7479,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0064,53.0881,5.3088,2.0,511.4784,2.0835,-0.012,1.3623,0.0237,1.3662,0.0011,2.0933,0.0012,2.0085,10.0,0.0638,1.0017,0.0981,2.2137,0.1362,2.356,0.0487,1.9098,0.0,0.0,0.0,29.4758,24.0,24.0,36.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5857,0.0,45.6421,0.0,0.0
762880,3455,1.6985,0.0873,1.0,0.0797,1.2015,1.7482,0.7482,2.2793,1.2793,19.1667,1.7667,18.717,1.7487,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0064,53.0881,5.3088,2.0,508.9686,2.0827,-0.0434,1.3589,0.0299,1.3669,0.0011,2.0932,0.0012,2.0089,10.0,0.0661,1.0018,0.1171,2.2904,0.1339,2.3486,0.0448,1.8729,0.0,0.0,0.0,29.4751,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5859,0.0,45.6417,0.0,0.0
762881,3456,1.7009,0.0876,1.0,0.0792,1.2001,1.7482,0.7482,2.2792,1.2792,19.2993,1.772,18.7079,1.7483,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.125,10.0,0.0,0.0063,53.0882,5.3088,2.0,509.4075,2.0828,0.0447,1.3685,0.0307,1.367,0.0011,2.0933,0.0012,2.0088,10.0,0.0558,1.0015,0.1043,2.2402,0.1293,2.3333,0.0407,1.8315,0.0,0.0,0.0,29.4759,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5864,0.0,45.6421,0.0,0.0
762882,3457,1.7086,0.0886,1.0,0.0793,1.2002,1.749,0.749,2.2793,1.2793,19.2585,1.7703,18.708,1.7483,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0061,53.0882,5.3088,2.0,513.1934,2.0841,0.1238,1.3771,0.0214,1.366,0.0011,2.093,0.0012,2.0081,10.0,0.056,1.0015,0.0943,2.1964,0.1147,2.2815,0.0401,1.8245,0.0,0.0,0.0,29.4759,24.0,24.0,37.0,36.0,16.0,0.0,0.0,183.0,0.0,62.5858,0.0,45.6421,0.0,0.0
762883,3458,1.7128,0.0891,1.0,0.0793,1.2002,1.7491,0.7491,2.2793,1.2793,19.1633,1.7665,18.7044,1.7482,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0066,53.0879,5.3087,2.0,514.8342,2.0847,0.1275,1.3775,0.0231,1.3662,0.0011,2.0931,0.0012,2.0086,10.0,0.0573,1.0015,0.0898,2.175,0.1282,2.3297,0.0391,1.8142,0.0,0.0,0.0,29.4759,24.0,24.0,37.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5864,0.0,45.6418,0.0,0.0
762884,3459,1.7176,0.0897,1.0,0.0793,1.2004,1.7491,0.7491,2.2791,1.2791,19.0577,1.7623,18.7028,1.7481,100.0,0.0,0.0,0.0,24.0,0.0,25.25,0.0,25.125,0.0,23.875,10.0,0.0,0.0064,53.0878,5.3088,2.0,512.9279,2.084,0.0465,1.3687,0.0254,1.3664,0.0011,2.0931,0.0012,2.0084,10.0,0.056,1.0015,0.0799,2.1243,0.1288,2.3319,0.0383,1.8055,0.0,0.0,0.0,29.4764,24.0,24.0,36.0,36.0,15.0,0.0,0.0,183.0,0.0,62.5866,0.0,45.6427,0.0,0.0
762885,3460,1.7152,0.0894,1.0,0.0792,1.1999,1.7487,0.7487,2.279,1.279,19.1394,1.7656,18.7245,1.749,100.0,0.0,0.0,0.0,24.0,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0059,53.0875,5.3087,2.0,514.7,2.0846,0.0797,1.3723,0.0269,1.3666,0.0011,2.0931,0.0012,2.0089,10.0,0.0564,1.0015,0.0864,2.1584,0.0975,2.2109,0.039,1.8124,0.0,0.0,0.0,29.4761,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5861,0.0,45.6422,0.0,1.0
762886,3461,1.7122,0.089,1.0,0.0792,1.1999,1.7486,0.7486,2.2794,1.2794,19.2893,1.7716,18.7165,1.7487,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.25,0.0,24.0,10.0,0.0,0.0061,53.0879,5.3088,2.0,515.6163,2.0849,0.1465,1.3796,0.0289,1.3668,0.0011,2.0935,0.0012,2.0093,10.0,0.0582,1.0016,0.0866,2.1592,0.1083,2.2567,0.0351,1.7673,0.0,0.0,0.0,29.4763,24.0,24.0,36.0,36.0,15.0,0.0,0.0,183.0,0.0,62.5863,0.0,45.6421,0.0,0.0
762887,3462,1.7118,0.089,1.0,0.0793,1.2002,1.7486,0.7486,2.2797,1.2797,19.2653,1.7706,18.7014,1.7481,100.0,0.0,0.0,0.0,23.875,0.0,25.25,0.0,25.125,0.0,24.0,10.0,0.0,0.0057,53.0878,5.3088,2.0,517.2259,2.0855,0.1211,1.3768,0.0243,1.3663,0.0011,2.0932,0.0012,2.0095,10.0,0.0601,1.0016,0.0627,2.0195,0.0914,2.1826,0.0351,1.7667,0.0,0.0,0.0,29.476,24.0,24.0,36.0,36.0,16.0,0.0,0.0,183.0,0.0,62.5866,0.0,45.6427,0.0,0.0
762888,3463,1.7089,0.0886,1.0,0.0792,1.2,1.7491,0.7491,2.2793,1.2793,19.1855,1.7674,18.703,1.7481,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0064,53.0875,5.3087,2.0,515.4076,2.0849,0.1083,1.3755,0.0264,1.3665,0.0011,2.0934,0.0012,2.0086,10.0,0.0603,1.0016,0.1193,2.2984,0.1047,2.2419,0.0413,1.8381,0.0,0.0,0.0,29.4761,24.0,24.0,37.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,45.6422,0.0,0.0
762889,3464,1.7078,0.0885,1.0,0.0795,1.2008,1.7491,0.7491,2.2791,1.2791,19.0711,1.7628,18.7026,1.7481,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0067,53.0872,5.3087,2.0,519.1504,2.0861,0.1851,1.3838,0.0283,1.3667,0.0011,2.0935,0.0012,2.0089,10.0,0.0628,1.0017,0.1516,2.4027,0.0848,2.1502,0.043,1.855,0.0,0.0,0.0,29.476,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5861,0.0,45.642,0.0,0.0
762890,3465,1.7069,0.0884,1.0,0.0795,1.2008,1.7487,0.7487,2.279,1.279,19.1359,1.7654,18.7241,1.749,100.0,0.0,0.0,0.0,23.875,0.0,25.25,0.0,25.125,0.0,24.0,10.0,0.0,0.006,53.0877,5.3088,2.0,518.6305,2.0859,0.0323,1.3672,0.0319,1.3671,0.0011,2.0935,0.0012,2.0098,10.0,0.0662,1.0018,0.1462,2.3868,0.0763,2.1043,0.0565,1.974,0.0,0.0,0.0,29.4758,24.0,24.0,37.0,36.0,15.0,0.0,0.0,183.0,0.0,62.586,0.0,45.6421,0.0,0.0
762891,3466,1.7047,0.0881,1.0,0.0796,1.2011,1.7486,0.7486,2.2791,1.2791,19.28,1.7712,18.7235,1.7489,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.25,0.0,24.125,10.0,0.0,0.0056,53.0874,5.3088,2.0,513.218,2.0841,-0.0388,1.3594,0.021,1.3659,0.0011,2.0934,0.0012,2.01,10.0,0.0632,1.0017,0.1325,2.344,0.0778,2.1131,0.0535,1.9504,0.0,0.0,0.0,29.4761,24.0,24.0,37.0,36.0,13.0,0.0,0.0,183.0,0.0,62.586,0.0,45.6426,0.0,0.0
762892,3467,1.7037,0.088,1.0,0.0795,1.2008,1.7487,0.7487,2.2793,1.2793,19.2686,1.7707,18.7055,1.7482,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0068,53.0872,5.3087,2.0,514.1691,2.0844,0.0541,1.3695,0.0173,1.3655,0.0011,2.0932,0.0012,2.0098,10.0,0.0596,1.0016,0.1089,2.2589,0.0704,2.0691,0.0538,1.9525,0.0,0.0,0.0,29.4759,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5865,0.0,45.6424,0.0,0.0
762893,3468,1.7038,0.088,1.0,0.0793,1.2005,1.7491,0.7491,2.2794,1.2794,19.1785,1.7671,18.7056,1.7482,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0061,53.0878,5.3088,2.0,516.4393,2.0852,0.125,1.3773,0.0167,1.3655,0.0011,2.093,0.0012,2.0085,10.0,0.0578,1.0015,0.1112,2.2679,0.0703,2.0687,0.0492,1.9141,0.0,0.0,0.0,29.4757,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,45.6422,0.0,0.0
762894,3469,1.7043,0.088,1.0,0.0794,1.2007,1.7495,0.7495,2.2791,1.2791,19.0908,1.7636,18.7098,1.7484,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.125,10.0,0.0,0.0065,53.0875,5.3087,2.0,519.9497,2.0864,0.1616,1.3813,0.0228,1.3661,0.0011,2.0933,0.0012,2.0086,10.0,0.0559,1.0015,0.106,2.2471,0.0578,1.9834,0.0478,1.9012,0.0,0.0,0.0,29.4756,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5861,0.0,45.6424,0.0,0.0
762895,3470,1.7063,0.0883,1.0,0.0793,1.2003,1.7488,0.7488,2.2789,1.2789,19.0998,1.764,18.719,1.7488,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.125,10.0,0.0,0.0061,53.0874,5.3087,2.0,524.5002,2.0879,0.2826,1.3945,0.018,1.3656,0.0011,2.0932,0.0012,2.0088,10.0,0.0556,1.0015,0.0964,2.2057,0.0688,2.0592,0.0446,1.8711,0.0,0.0,0.0,29.476,24.0,24.0,36.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5864,0.0,45.642,0.0,0.0
762896,3471,1.7031,0.0879,1.0,0.0793,1.2004,1.7481,0.7481,2.2792,1.2792,19.2765,1.7711,18.7159,1.7486,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.125,10.0,0.0,0.0066,53.0874,5.3087,2.0,526.2263,2.0885,0.2606,1.3921,0.0266,1.3665,0.0011,2.0933,0.0012,2.0081,10.0,0.0552,1.0015,0.1058,2.2465,0.0614,2.0103,0.0413,1.8373,0.0,0.0,0.0,29.4759,24.0,24.0,36.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5865,0.0,45.6425,0.0,0.0
762897,3472,1.7052,0.0882,1.0,0.0791,1.1999,1.7486,0.7486,2.2798,1.2798,19.2905,1.7716,18.7048,1.7482,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0068,53.0873,5.3087,2.0,524.9885,2.0881,0.1825,1.3835,0.0267,1.3665,0.0011,2.0934,0.0012,2.0085,10.0,0.0582,1.0016,0.0929,2.1898,0.0648,2.0332,0.0437,1.862,0.0,0.0,0.0,29.4764,24.0,24.0,36.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5862,0.0,45.6428,0.0,0.0
762898,3473,1.7079,0.0885,1.0,0.0794,1.2005,1.7488,0.7488,2.2793,1.2793,19.2079,1.7683,18.6961,1.7478,100.0,0.0,0.0,0.0,24.0,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0061,53.0872,5.3087,2.0,525.2508,2.0881,0.1641,1.3815,0.03,1.3669,0.0011,2.0933,0.0012,2.0079,10.0,0.0555,1.0015,0.0707,2.0714,0.0486,1.9086,0.0361,1.7791,0.0,0.0,0.0,29.4764,24.0,24.0,36.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5861,0.0,45.6427,0.0,0.0
762899,3474,1.7096,0.0887,1.0,0.0792,1.2002,1.749,0.749,2.2791,1.2791,19.0805,1.7632,18.6997,1.748,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0059,53.0867,5.3087,2.0,525.0029,2.0881,0.2083,1.3864,0.0341,1.3674,0.0011,2.0934,0.0012,2.0079,10.0,0.0549,1.0015,0.0832,2.1419,0.048,1.903,0.0418,1.8432,0.0,0.0,0.0,29.4762,24.0,24.0,36.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5857,0.0,45.6421,0.0,0.0
762900,3475,1.711,0.0889,1.0,0.0791,1.1999,1.7489,0.7489,2.279,1.279,19.0919,1.7637,18.716,1.7486,100.0,0.0,0.0,0.0,24.0,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0066,53.0868,5.3087,2.0,529.1776,2.0894,0.2072,1.3862,0.0384,1.3678,0.0011,2.0937,0.0012,2.0073,10.0,0.0571,1.0015,0.0827,2.1393,0.1304,2.3372,0.0358,1.7753,0.0,0.0,0.0,29.4755,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5861,0.0,45.6424,0.0,0.0
762901,3476,1.713,0.0891,1.0,0.0792,1.2001,1.7484,0.7484,2.2789,1.2789,19.2449,1.7698,18.7269,1.7491,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.006,53.0867,5.3087,2.0,526.6859,2.0886,0.1126,1.3759,0.0352,1.3675,0.0011,2.0937,0.0012,2.0074,10.0,0.0583,1.0016,0.1546,2.4112,0.1564,2.416,0.0357,1.7748,0.0,0.0,0.0,29.4757,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5865,0.0,45.6419,0.0,0.0
762902,3477,1.7106,0.0888,1.0,0.0794,1.2005,1.7486,0.7486,2.2794,1.2794,19.2784,1.7711,18.7016,1.7481,100.0,0.0,0.0,0.0,23.875,0.0,25.125,0.0,25.0,0.0,24.0,10.0,0.0,0.0066,53.0867,5.3086,2.0,525.8473,2.0883,0.0459,1.3686,0.0229,1.3661,0.0011,2.0934,0.0012,2.0076,10.0,0.0608,1.0016,0.1325,2.3441,0.1374,2.36,0.0344,1.7589,0.0,0.0,0.0,29.4756,24.0,24.0,37.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5864,0.0,45.6421,0.0,0.0
762903,3478,1.7082,0.0885,1.0,0.0794,1.2006,1.7487,0.7487,2.2793,1.2793,19.2277,1.7691,18.6964,1.7479,100.0,0.0,0.0,0.0,23.875,0.0,25.25,0.0,25.0,0.0,24.0,10.0,0.0,0.0061,53.0864,5.3087,2.0,523.4028,2.0875,0.0587,1.37,0.0279,1.3667,0.0011,2.0937,0.0012,2.0073,10.0,0.0615,1.0016,0.124,2.3153,0.1617,2.4305,0.0331,1.7413,0.0,0.0,0.0,29.4755,24.0,24.0,37.0,36.0,13.0,0.0,0.0,183.0,0.0,62.5857,0.0,45.6419,0.0,0.0
762904,3479,1.7062,0.0883,1.0,0.0793,1.2004,1.7487,0.7487,2.2796,1.2796,19.124,1.765,18.6932,1.7477,100.0,0.0,0.0,0.0,24.0,0.0,25.125,0.0,25.125,0.0,24.125,10.0,0.0,0.0062,53.0863,5.3087,2.0,526.816,2.0887,0.0542,1.3695,0.0334,1.3673,0.0011,2.0939,0.0012,2.0078,10.0,0.0583,1.0016,0.1228,2.3111,0.1159,2.2858,0.0293,1.6884,0.0,0.0,0.0,29.4751,24.0,24.0,37.0,36.0,14.0,0.0,0.0,183.0,0.0,62.5859,0.0,45.6418,0.0,0.0
762905,3480,1.7029,0.0879,1.0,0.0796,1.2011,1.7489,0.7489,2.2789,1.2789,19.0722,1.7629,18.7147,1.7486,100.0,0.0,0.0,0.0,23.75,0.0,25.125,0.0,25.125,0.0,24.0,10.0,0.0,0.0068,53.0869,5.3087,2.0,523.5379,2.0876,0.007,1.3644,0.0368,1.3676,0.0011,2.0938,0.0012,2.0077,10.0,0.058,1.0015,0.1163,2.2874,0.1221,2.3086,0.0312,1.7158,0.0,0.0,0.0,29.4757,24.0,24.0,37.0,36.0,15.0,0.0,0.0,183.0,0.0,62.5859,0.0,45.6422,0.0,1.0
