index,nfd-1-cps,nfd-1-cr,rr-active-state,rr-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,manual-scram
2746,26280000.0,0.0158,0,29.9587,0,62.5868,0,47.4357,0
2747,26220000.0,0.0018,0,29.9585,0,62.5858,0,47.4355,0
2748,26210000.0,-0.0333,0,29.9584,0,62.5862,0,47.4351,0
2749,26210000.0,0.0118,0,29.9586,0,62.5863,0,47.4356,0
2750,26250000.0,0.0365,0,29.9586,0,62.5871,0,47.436,0
2751,26300000.0,0.0332,0,29.959,0,62.5867,0,47.4359,0
2752,26260000.0,0.0127,0,29.9593,0,62.587,0,47.436,0
2753,26260000.0,0.0032,0,29.9592,0,62.5874,0,47.436,0
2754,26220000.0,0.0011,0,29.9591,0,62.5872,0,47.4363,0
2755,26220000.0,-0.0354,0,29.9587,0,62.5863,0,47.436,0
2756,26210000.0,0.0128,0,29.9588,0,62.5864,0,47.4359,0
2757,26200000.0,0.0024,0,29.9589,0,62.5863,0,47.4357,0
2758,26220000.0,0.0041,0,29.9586,0,62.5868,0,47.4359,0
2759,26200000.0,0.0178,0,29.959,0,62.5863,0,47.4357,0
2760,26220000.0,0.0041,0,29.9586,0,62.5861,0,47.4353,0
2761,26230000.0,0.0339,0,29.9589,0,62.5862,0,47.4357,0
2762,26240000.0,-0.0029,0,29.9583,0,62.5861,0,47.4355,0
2763,26250000.0,0.0151,0,29.9591,0,62.5869,0,47.4363,0
2764,26220000.0,0.038,0,29.9589,0,62.5869,0,47.4364,0
2765,26220000.0,0.0197,0,29.9593,0,62.5869,0,47.4357,0
2766,26210000.0,0.007,0,29.9593,0,62.5862,0,47.4361,0
2767,26200000.0,0.0316,0,29.9589,0,62.5862,0,47.436,0
2768,26290000.0,0.0864,0,29.9589,0,62.5863,0,47.4361,0
2769,26280000.0,0.035,0,29.9594,0,62.5867,0,47.4361,0
2770,26240000.0,0.0568,0,29.9593,0,62.5863,0,47.4357,0
2771,26290000.0,0.0511,0,29.9586,0,62.5865,0,47.4358,0
2772,26310000.0,0.043,0,29.9589,0,62.5865,0,47.436,0
2773,26330000.0,0.0571,0,29.9591,0,62.5872,0,47.4364,0
2774,26320000.0,0.0381,0,29.959,0,62.5868,0,47.436,0
2775,26290000.0,0.0378,0,29.9592,0,62.5865,0,47.4359,0
2776,26300000.0,0.0119,0,29.9591,0,62.5872,0,47.4364,0
2777,26240000.0,-0.0173,0,29.9591,0,62.5875,0,47.4363,1
2778,26280000.0,0.0407,0,29.9596,0,62.5873,0,47.4363,0
2779,26300000.0,0.0105,0,29.959,0,62.5865,0,47.4364,0
2780,26280000.0,0.0077,0,29.9589,0,62.5866,0,47.4362,0
2781,26290000.0,0.0251,0,29.9589,0,62.5863,0,47.436,0
2782,26310000.0,0.0146,0,29.959,0,62.5868,0,47.4359,0
2783,26310000.0,0.0044,0,29.9588,0,62.5864,0,47.4359,0
2784,26300000.0,-0.0071,0,29.959,0,62.5865,0,47.4362,0
2785,26290000.0,0.0172,0,29.9589,0,62.5859,0,47.4358,0
2786,24790000.0,-3.2954,0,29.9588,0,62.5864,0,47.4353,0
2787,19310000.0,-3.3193,0,29.9589,0,62.5864,0,47.4357,0
2788,13870000.0,-3.3206,0,29.9588,0,62.586,0,47.4356,0
2789,9941142.0,-3.3208,0,29.9589,0,62.5858,0,47.436,0
2790,7929002.5,-3.3194,0,29.9587,0,62.5874,0,47.4352,0
2791,6012243.0,-3.3213,0,29.9593,0,62.5869,0,47.4357,0
2792,4760663.5,-3.3209,0,29.9586,0,62.587,0,47.4359,0
2793,3655612.5,-3.3199,0,29.9587,0,62.5862,0,47.436,0
2794,2876052.75,-3.3196,0,29.9588,0,62.5862,0,47.4358,0
2795,2411995.75,-3.3195,0,29.9585,0,62.5869,0,47.4358,0
2796,1993658.0,-3.3181,0,29.9587,0,62.5867,0,47.4359,0
2797,1686292.875,-3.318,0,29.9589,0,62.5864,0,47.4359,0
2798,1444733.625,-3.3185,0,29.959,0,62.5865,0,47.4359,0
2799,1259624.0,-3.3206,0,29.9588,0,62.5865,0,47.436,0
2800,1145671.5,-3.3194,0,29.9591,0,62.5867,0,47.4354,0
2801,1011373.687,-3.3196,0,29.9591,0,62.5866,0,47.4359,0
2802,944799.0,-3.3197,0,29.959,0,62.5866,0,47.4364,0
2803,868791.625,-3.3197,0,29.9594,0,62.5872,0,47.4366,0
2804,799695.3125,-3.3197,0,29.9594,0,62.5871,0,47.4365,0
2805,751325.75,-3.3205,0,29.9593,0,62.5868,0,47.4362,0
2806,710634.125,-3.3204,0,29.9589,0,62.5861,0,47.4362,0
2807,672223.875,-3.3198,0,29.9589,0,62.5863,0,47.4356,0
2808,642346.375,-3.3198,0,29.9586,0,62.5869,0,47.4359,0
2809,609611.0,-3.3193,0,29.9587,0,62.5864,0,47.4353,0
2810,588953.875,-3.3179,0,29.9584,0,62.5862,0,47.435,0
2811,563279.6875,-3.3183,0,29.9579,0,62.5863,0,47.435,0
2812,544854.6875,-3.3179,0,29.9581,0,62.5859,0,47.4355,0
2813,520851.1875,-3.3181,0,29.9584,0,62.5868,0,47.4355,0
2814,501766.6563,-3.3181,0,29.9584,0,62.5864,0,47.4356,0
2815,484504.5313,-3.3195,0,29.9583,0,62.5864,0,47.436,0
2816,468651.7813,-3.3201,0,29.9583,0,62.586,0,47.4355,0
2817,451854.9375,-3.319,0,29.959,0,62.5865,0,47.4359,0
2818,439105.6875,-3.3199,0,29.959,0,62.5868,0,47.4369,0
2819,425144.875,-3.3208,0,29.9585,0,62.5868,0,47.436,0
2820,411547.125,-3.3202,0,29.9589,0,62.5868,0,47.4365,0
2821,401114.8438,-3.306,0,29.9587,0,62.5863,0,47.4363,0
2822,388453.0625,-3.1594,0,29.9594,0,62.5867,0,47.4361,0
2823,375980.875,-3.143,0,29.9589,0,62.5866,0,47.436,0
2824,365907.4063,-3.0699,0,29.9588,0,62.587,0,47.4359,0
2825,355035.5625,-3.0385,0,29.9587,0,62.5871,0,47.4364,0
2826,344730.8125,-2.9553,0,29.9586,0,62.5868,0,47.4363,0
2827,335203.7188,-2.9154,0,29.9587,0,62.5868,0,47.4359,0
2828,327106.875,-2.8901,0,29.959,0,62.5863,0,47.4363,0
2829,318771.75,-2.8233,0,29.9588,0,62.5865,0,47.4358,0
2830,309766.0313,-2.7397,0,29.9582,0,62.5866,0,47.4358,0
2831,301864.9063,-2.7625,0,29.9587,0,62.5868,0,47.4358,0
2832,291543.5625,-2.7841,0,29.9586,0,62.5869,0,47.4357,0
2833,284779.0625,-2.7289,0,29.9587,0,62.5863,0,47.4354,0
2834,277123.625,-2.7478,0,29.9587,0,62.5868,0,47.4357,0
2835,269604.4063,-2.7312,0,29.959,0,62.5871,0,47.4363,0
2836,262169.375,-2.6895,0,29.9595,0,62.5871,0,47.4363,0
23701,28770000.0,0.002,0,29.9586,0,62.5866,0,47.4355,0
23702,28740000.0,0.0113,0,29.9582,0,62.5862,0,47.4354,0
23703,28780000.0,0.021,0,29.9585,0,62.5865,0,47.4361,0
23704,28810000.0,0.0203,0,29.9589,0,62.5867,0,47.436,0
23705,28740000.0,-0.0027,0,29.9587,0,62.5873,0,47.4359,0
23706,28800000.0,0.044,0,29.9587,0,62.5871,0,47.4363,0
23707,28850000.0,0.0428,0,29.9589,0,62.5864,0,47.4363,0
23708,28820000.0,0.0299,0,29.959,0,62.5864,0,47.436,0
23709,28740000.0,-0.0034,0,29.9588,0,62.586,0,47.4358,0
23710,28750000.0,-0.0341,0,29.9586,0,62.5861,0,47.436,0
23711,28750000.0,-0.0216,0,29.9587,0,62.5866,0,47.4355,0
23712,28740000.0,-0.0395,0,29.959,0,62.5869,0,47.4358,0
23713,28770000.0,-0.0125,0,29.9586,0,62.5861,0,47.436,0
23714,28750000.0,-0.0159,0,29.9592,0,62.5864,0,47.4357,0
23715,28770000.0,0.0012,0,29.9588,0,62.5863,0,47.436,0
23716,28720000.0,0.0169,0,29.9583,0,62.5867,0,47.4362,0
23717,28750000.0,0.0161,0,29.9586,0,62.5868,0,47.4362,0
23718,28700000.0,0.0017,0,29.9589,0,62.5867,0,47.4358,0
23719,28750000.0,0.0164,0,29.9584,0,62.5867,0,47.4359,0
23720,28760000.0,0.0403,0,29.9581,0,62.5864,0,47.436,0
23721,28750000.0,0.0314,0,29.9584,0,62.5859,0,47.4353,0
23722,28770000.0,0.0243,0,29.9583,0,62.5864,0,47.4359,0
23723,28780000.0,0.0306,0,29.9585,0,62.5863,0,47.4355,0
23724,28780000.0,0.0637,0,29.9585,0,62.5864,0,47.4356,0
23725,28780000.0,0.0307,0,29.9587,0,62.5867,0,47.4361,0
23726,28770000.0,0.012,0,29.9587,0,62.5866,0,47.4358,0
23727,28750000.0,0.01,0,29.9589,0,62.5864,0,47.4354,0
23728,28750000.0,0.02,0,29.9586,0,62.5865,0,47.4358,0
23729,28750000.0,-0.0117,0,29.9588,0,62.5864,0,47.4359,0
23730,28730000.0,-0.0188,0,29.9583,0,62.5863,0,47.4356,0
23731,28750000.0,0.0079,0,29.959,0,62.5864,0,47.4361,0
23732,28750000.0,0.0264,0,29.959,0,62.5866,0,47.4362,0
23733,28770000.0,0.0219,0,29.959,0,62.5875,0,47.4361,0
23734,28780000.0,0.0306,0,29.9588,0,62.5867,0,47.4365,0
23735,28790000.0,0.0153,0,29.959,0,62.587,0,47.4359,0
23736,28790000.0,0.0176,0,29.9586,0,62.5869,0,47.4359,0
23737,28780000.0,0.0204,0,29.9588,0,62.5871,0,47.4362,0
23738,28760000.0,-0.0084,0,29.9591,0,62.5872,0,47.4362,0
23739,28670000.0,-0.0207,0,29.9587,0,62.5869,0,47.4361,0
23740,28660000.0,-0.0194,0,29.9587,0,62.5862,0,47.4361,0
23741,28670000.0,-0.0132,0,29.9594,0,62.5872,0,47.4364,0
23742,28680000.0,-0.0269,0,29.9583,0,62.5866,0,47.4362,0
23743,28620000.0,-0.0747,0,29.9584,0,62.5861,0,47.4356,0
23744,28600000.0,-0.0159,0,29.9587,0,62.5863,0,47.4354,0
23745,28680000.0,0.01,0,29.9589,0,62.5863,0,47.4364,0
23746,28680000.0,0.0185,0,29.9584,0,62.5863,0,47.436,0
23747,28650000.0,0.0169,0,29.9588,0,62.5862,0,47.4359,0
23748,28590000.0,-0.0251,0,29.9585,0,62.5864,0,47.4357,0
23749,28610000.0,-0.0041,0,29.9588,0,62.5867,0,47.4361,0
23750,28680000.0,0.0177,0,29.9588,0,62.5865,0,47.4362,0
23751,28610000.0,0.0124,0,29.9591,0,62.5868,0,47.436,0
23752,28640000.0,0.019,0,29.9587,0,62.5869,0,47.4361,0
23753,28610000.0,-0.0253,0,29.9586,0,62.5861,0,47.4357,0
23754,28610000.0,-0.0089,0,29.9584,0,62.587,0,47.4358,0
23755,28590000.0,0.014,0,29.959,0,62.5871,0,47.4364,0
23756,28600000.0,-0.0106,0,29.9591,0,62.5865,0,47.4362,0
23757,28600000.0,0.0029,0,29.9587,0,62.5868,0,47.4359,0
23758,28610000.0,0.0269,0,29.9587,0,62.5867,0,47.436,0
23759,28610000.0,0.009,0,29.9587,0,62.5864,0,47.4358,0
23760,28590000.0,-0.0228,0,29.9585,0,62.5862,0,47.4355,0
23761,28510000.0,-0.0258,0,29.9587,0,62.5863,0,47.4357,1
23762,28520000.0,-0.0209,0,29.9586,0,62.5864,0,47.4358,0
23763,28520000.0,-0.0082,0,29.9582,0,62.5864,0,47.4356,0
23764,28550000.0,0.0329,0,29.9578,0,62.5861,0,47.4355,0
23765,28600000.0,0.0534,0,29.958,0,62.586,0,47.4355,0
23766,28590000.0,0.0752,0,29.9582,0,62.5861,0,47.4355,0
23767,28580000.0,0.0592,0,29.9585,0,62.5861,0,47.4353,0
23768,28690000.0,0.0562,0,29.9581,0,62.5862,0,47.4358,0
23769,28620000.0,-0.0044,0,29.9584,0,62.5862,0,47.4357,0
23770,28330000.0,-3.2753,0,29.9581,0,62.5869,0,47.4359,0
23771,21850000.0,-3.3189,0,29.9588,0,62.5864,0,47.436,0
23772,15640000.0,-3.3191,0,29.9585,0,62.587,0,47.4358,0
23773,12050000.0,-3.3201,0,29.9586,0,62.5864,0,47.4357,0
23774,8664712.0,-3.3203,0,29.9591,0,62.5871,0,47.4365,0
23775,6923451.0,-3.3206,0,29.9585,0,62.5869,0,47.436,0
23776,5438001.0,-3.321,0,29.9589,0,62.5873,0,47.4363,0
23777,4112244.0,-3.3202,0,29.9593,0,62.5868,0,47.4359,0
23778,3260944.75,-3.3197,0,29.9588,0,62.5869,0,47.4359,0
23779,2709421.5,-3.3199,0,29.9586,0,62.5866,0,47.4357,0
23780,2292215.75,-3.3193,0,29.9585,0,62.5862,0,47.4356,0
23781,1884952.375,-3.3193,0,29.9581,0,62.5863,0,47.4356,0
23782,1644774.75,-3.3196,0,29.9582,0,62.5863,0,47.4362,0
23783,1453791.625,-3.3193,0,29.9577,0,62.5859,0,47.4357,0
23784,1262079.625,-3.3202,0,29.9577,0,62.5861,0,47.4358,0
23785,1137074.75,-3.3208,0,29.9584,0,62.587,0,47.436,0
23786,1045002.25,-3.3201,0,29.9585,0,62.5866,0,47.4361,0
23787,953850.125,-3.3193,0,29.9589,0,62.587,0,47.4362,0
23788,889935.125,-3.3197,0,29.9592,0,62.5869,0,47.4361,0
23789,827836.0,-3.3187,0,29.9592,0,62.5869,0,47.436,0
23790,787955.25,-3.3188,0,29.9591,0,62.5862,0,47.4368,0
23791,743713.375,-3.3183,0,29.9583,0,62.5866,0,47.436,0
23792,707710.3125,-3.3192,0,29.9582,0,62.5865,0,47.4356,0
23793,671517.5625,-3.3205,0,29.9583,0,62.5867,0,47.436,0
23794,645680.375,-3.3196,0,29.9583,0,62.5864,0,47.4359,0
23795,622803.5625,-3.3194,0,29.9585,0,62.5866,0,47.4357,0
23796,595472.3125,-3.3195,0,29.9585,0,62.5863,0,47.4354,0
23797,574294.0,-3.3183,0,29.9588,0,62.5861,0,47.4358,0
23798,552295.375,-3.3183,0,29.9585,0,62.5864,0,47.436,0
23799,534595.6875,-3.3185,0,29.9589,0,62.5869,0,47.4366,0
23800,516032.7188,-3.3191,0,29.959,0,62.5869,0,47.4366,0
23801,497683.8438,-3.3194,0,29.9584,0,62.5872,0,47.4364,0
23802,483377.4063,-3.3199,0,29.9585,0,62.5871,0,47.4357,0
23803,469381.0938,-3.3203,0,29.9588,0,62.5869,0,47.4359,0
23804,453491.9688,-3.3197,0,29.9589,0,62.5864,0,47.4359,0
23805,441242.4375,-3.3135,0,29.9582,0,62.5866,0,47.4356,0
23806,427138.6563,-3.19,0,29.958,0,62.587,0,47.4359,0
23807,414182.5313,-3.1301,0,29.9585,0,62.5866,0,47.4359,0
23808,402406.7813,-3.0698,0,29.9587,0,62.5862,0,47.4356,0
23809,391934.4375,-2.9812,0,29.9586,0,62.5863,0,47.4358,0
23810,379818.8438,-2.9153,0,29.9587,0,62.5865,0,47.4362,0
23811,370055.7188,-2.9099,0,29.9584,0,62.5871,0,47.4358,0
23812,358965.0313,-2.8767,0,29.9587,0,62.5869,0,47.4358,0
23813,349817.1563,-2.8291,0,29.9591,0,62.5867,0,47.4363,0
23814,340007.625,-2.8034,0,29.9588,0,62.5867,0,47.4362,0
23815,330756.75,-2.8129,0,29.959,0,62.5866,0,47.4362,0
23816,320450.9063,-2.7828,0,29.9589,0,62.5866,0,47.4364,0
23817,313267.125,-2.7449,0,29.9582,0,62.5868,0,47.4355,0
23818,304264.4375,-2.7356,0,29.9582,0,62.5869,0,47.4361,0
23819,296067.3438,-2.7197,0,29.9586,0,62.5864,0,47.4357,0
23820,288365.1875,-2.6885,0,29.9583,0,62.5858,0,47.4354,0
26286,22700000.0,0.0363,0,29.9583,0,62.5863,0,48.9718,0
26287,22690000.0,-0.0015,0,29.9583,0,62.5865,0,48.9723,0
26288,22700000.0,-0.0211,0,29.9582,0,62.5868,0,48.9719,0
26289,22720000.0,-0.0021,0,29.9588,0,62.587,0,48.9724,0
26290,22720000.0,-0.002,0,29.9585,0,62.5874,0,48.9725,0
26291,22680000.0,0.004,0,29.9585,0,62.5867,0,48.9724,0
26292,22720000.0,0.0254,0,29.9588,0,62.587,0,48.9721,0
26293,22710000.0,0.004,0,29.9583,0,62.5865,0,48.972,0
26294,22730000.0,0.0032,0,29.9582,0,62.5864,0,48.9722,0
26295,22730000.0,0.0369,0,29.9584,0,62.5865,0,48.972,0
26296,22750000.0,0.0915,0,29.9579,0,62.5868,0,48.9721,0
26297,22770000.0,0.0942,0,29.9583,0,62.5866,0,48.9725,0
26298,22770000.0,0.0428,0,29.9584,0,62.5866,0,48.9721,0
26299,22740000.0,0.0277,0,29.9581,0,62.5858,0,48.9716,0
26300,22690000.0,0.0297,0,29.9582,0,62.5867,0,48.9721,0
26301,22760000.0,0.0429,0,29.9589,0,62.5868,0,48.9722,0
26302,22700000.0,0.0094,0,29.9587,0,62.5864,0,48.9724,0
26303,22710000.0,0.0065,0,29.9587,0,62.5863,0,48.972,0
26304,22710000.0,0.0078,0,29.9589,0,62.5863,0,48.9719,0
26305,22690000.0,-0.0084,0,29.9585,0,62.587,0,48.9727,0
26306,22700000.0,-0.0152,0,29.9587,0,62.5871,0,48.9724,0
26307,22700000.0,0.0097,0,29.9589,0,62.5863,0,48.9721,0
26308,22710000.0,0.0336,0,29.9588,0,62.5862,0,48.972,0
26309,22710000.0,0.0275,0,29.9588,0,62.5865,0,48.9724,0
26310,22730000.0,0.0231,0,29.9583,0,62.5868,0,48.9729,0
26311,22720000.0,-0.0038,0,29.9581,0,62.5871,0,48.9719,0
26312,22700000.0,-0.0102,0,29.9584,0,62.5869,0,48.972,0
26313,22740000.0,0.0573,0,29.9585,0,62.5863,0,48.9722,0
26314,22760000.0,0.104,0,29.9586,0,62.5863,0,48.9721,0
26315,22830000.0,0.0852,0,29.9591,0,62.5867,0,48.9724,0
26316,22830000.0,0.0867,0,29.9591,0,62.587,0,48.9726,0
26317,22820000.0,0.0432,0,29.9592,0,62.5867,0,48.9722,0
26318,22760000.0,0.0219,0,29.9588,0,62.587,0,48.9726,0
26319,22780000.0,-0.0004,0,29.9589,0,62.5871,0,48.9722,0
26320,22770000.0,0.0185,0,29.9586,0,62.5868,0,48.9721,0
26321,22830000.0,0.0559,0,29.9585,0,62.5863,0,48.9724,0
26322,22880000.0,0.1106,0,29.9591,0,62.5865,0,48.9725,0
26323,22900000.0,0.0881,0,29.9589,0,62.5867,0,48.9719,0
26324,22860000.0,0.0548,0,29.9582,0,62.5868,0,48.9724,0
26325,22840000.0,0.0489,0,29.9588,0,62.5865,0,48.9721,0
26326,22910000.0,0.0546,0,29.9584,0,62.5861,0,48.9722,0
26327,22890000.0,0.0332,0,29.958,0,62.5863,0,48.9715,0
26328,22870000.0,0.0278,0,29.9587,0,62.5864,0,48.9721,0
26329,22900000.0,0.0534,0,29.9586,0,62.5869,0,48.972,0
26330,22890000.0,0.0405,0,29.9589,0,62.5875,0,48.9726,0
26331,22890000.0,0.0319,0,29.9584,0,62.5862,0,48.9723,0
26332,22890000.0,0.0291,0,29.9586,0,62.5866,0,48.9722,0
26333,22910000.0,0.0502,0,29.9588,0,62.5868,0,48.973,0
26334,22910000.0,0.0504,0,29.9584,0,62.5864,0,48.972,0
26335,22920000.0,0.0681,0,29.9579,0,62.5861,0,48.9716,0
26336,22990000.0,0.0657,0,29.9582,0,62.5862,0,48.9718,0
26337,22970000.0,0.0555,0,29.9583,0,62.5865,0,48.9722,0
26338,22980000.0,0.0294,0,29.9591,0,62.5872,0,48.9725,0
26339,22960000.0,0.0146,0,29.9585,0,62.5866,0,48.972,0
26340,22970000.0,0.0267,0,29.9582,0,62.5861,0,48.9718,0
26341,22920000.0,-0.0019,0,29.9575,0,62.5864,16,49.0404,0
26342,22900000.0,0.0043,0,29.9585,0,62.5861,16,49.2171,0
26343,22900000.0,0.0112,0,29.9582,0,62.5863,0,49.3468,0
26344,22900000.0,-0.0097,0,29.9584,0,62.5864,0,49.348,0
26345,22890000.0,0.0144,0,29.9587,0,62.5866,0,49.348,0
26346,22940000.0,0.0652,0,29.9585,0,62.5872,0,49.3486,1
26347,22950000.0,0.0655,0,29.9586,0,62.5867,0,49.3479,0
26348,22970000.0,0.0328,0,29.958,0,62.5863,0,49.3478,0
26349,22950000.0,0.05,0,29.9583,0,62.5862,0,49.3482,0
26350,22950000.0,0.0059,0,29.958,0,62.5868,0,49.3486,0
26351,22950000.0,-0.0076,0,29.9591,0,62.5866,0,49.3483,0
26352,22920000.0,0.0268,0,29.9589,0,62.5866,0,49.3482,0
26353,22960000.0,0.0178,0,29.9584,0,62.5867,0,49.3485,0
26354,22970000.0,0.033,0,29.9582,0,62.5863,0,49.3481,0
26355,22760000.0,-3.2817,0,29.9582,0,62.5861,0,49.3477,0
26356,17650000.0,-3.319,0,29.9584,0,62.5868,0,49.3481,0
26357,12630000.0,-3.3183,0,29.9582,0,62.5867,0,49.3481,0
26358,9559462.0,-3.3177,0,29.9591,0,62.5868,0,49.3484,0
26359,7365252.0,-3.3188,0,29.9583,0,62.5874,0,49.3483,0
26360,5427667.0,-3.3188,0,29.9584,0,62.5864,0,49.3477,0
26361,4425873.0,-3.3187,0,29.9581,0,62.586,0,49.3479,0
26362,3439899.5,-3.3179,0,29.9583,0,62.5866,0,49.348,0
26363,2748149.25,-3.3174,0,29.9587,0,62.587,0,49.3484,0
26364,2185499.0,-3.318,0,29.9587,0,62.5865,0,49.3482,0
26365,1840242.0,-3.3182,0,29.9588,0,62.5872,0,49.3488,0
26366,1584049.625,-3.319,0,29.9584,0,62.5862,0,49.3479,0
26367,1322250.0,-3.3198,0,29.9584,0,62.5865,0,49.3479,0
26368,1159387.0,-3.3195,0,29.9583,0,62.5863,0,49.3479,0
26369,1025815.875,-3.3195,0,29.9584,0,62.5866,0,49.3481,0
26370,930523.75,-3.3185,0,29.9583,0,62.5866,0,49.3483,0
26371,842579.0625,-3.3201,0,29.9591,0,62.587,0,49.3482,0
26372,779902.1875,-3.3194,0,29.9581,0,62.5872,0,49.3483,0
26373,726174.4375,-3.3192,0,29.9585,0,62.586,0,49.3481,0
26374,678334.125,-3.3201,0,29.9577,0,62.5862,0,49.3478,0
26375,638131.3125,-3.3203,0,29.9584,0,62.5868,0,49.3479,0
26376,605876.75,-3.3203,0,29.9579,0,62.5862,0,49.3479,0
26377,575811.6875,-3.3199,0,29.9581,0,62.5862,0,49.3479,0
26378,549509.1875,-3.3203,0,29.9583,0,62.5866,0,49.3484,0
26379,526287.125,-3.3191,0,29.9585,0,62.5863,0,49.3483,0
26380,508209.3438,-3.3187,0,29.9586,0,62.5874,0,49.3484,0
26381,486017.0,-3.321,0,29.9586,0,62.5865,0,49.3479,0
26382,468938.0938,-3.3203,0,29.9584,0,62.5868,0,49.3482,0
26383,451075.4375,-3.3205,0,29.9584,0,62.5867,0,49.3475,0
26384,435542.9063,-3.3204,0,29.9581,0,62.5867,0,49.3482,0
26385,420858.7188,-3.3204,0,29.9577,0,62.5864,0,49.3484,0
26386,406322.5938,-3.321,0,29.9583,0,62.5865,0,49.3482,0
26387,393581.2188,-3.3204,0,29.9583,0,62.5861,0,49.3475,0
26388,381777.625,-3.32,0,29.9579,0,62.586,0,49.3472,0
26389,370806.0938,-3.3208,0,29.9576,0,62.5864,0,49.3478,0
26390,358223.375,-3.3142,0,29.9577,0,62.5859,0,49.3479,0
26391,349269.3125,-3.1896,0,29.9583,0,62.5865,0,49.3479,0
26392,337123.0,-3.1648,0,29.9581,0,62.5868,128,49.3481,0
26393,328474.0625,-3.1236,0,29.958,0,62.5862,128,49.2597,0
26394,318176.0,-3.0402,0,29.9577,0,62.5864,128,49.0873,0
26395,310166.7813,-2.9661,0,29.9585,0,62.5859,128,48.9029,0
26396,301542.3438,-2.8767,0,29.9583,0,62.5864,128,48.7208,0
26397,294003.875,-2.8263,0,29.9581,0,62.5862,128,48.5102,0
26398,285108.75,-2.8425,0,29.9583,0,62.5861,128,48.3469,0
26399,278272.3438,-2.7697,0,29.9577,0,62.586,128,48.1592,0
26400,270097.7188,-2.741,0,29.958,0,62.5859,0,48.003,0
26401,263276.6875,-2.7544,0,29.9579,0,62.5862,0,47.9964,0
26402,254793.1719,-2.7709,0,29.9582,0,62.5867,0,47.9966,0
26403,249110.3438,-2.7141,0,29.9583,0,62.5863,0,47.9968,0
26404,242497.2656,-2.6842,0,29.9585,0,62.5861,0,47.9966,0
26405,235928.5781,-2.6816,0,29.9582,0,62.5864,0,47.9964,0
32424,19120000.0,-0.0057,0,29.9585,0,62.5865,0,48.346,0
32425,19070000.0,-0.011,0,29.9585,0,62.5867,0,48.346,0
32426,19060000.0,-0.0053,0,29.958,0,62.5862,0,48.3456,0
32427,19060000.0,-0.0005,0,29.9584,0,62.5866,0,48.3455,0
32428,19080000.0,0.0051,0,29.9581,0,62.5865,0,48.3457,0
32429,19080000.0,0.0163,0,29.9585,0,62.5869,0,48.3455,0
32430,19080000.0,-0.0248,0,29.9582,0,62.5863,0,48.3456,0
32431,19080000.0,-0.0435,0,29.9583,0,62.587,0,48.3458,0
32432,19060000.0,-0.0498,0,29.9584,0,62.5869,0,48.3456,0
32433,19040000.0,-0.0568,0,29.9577,0,62.5866,0,48.3452,0
32434,19030000.0,-0.0238,0,29.9583,0,62.5867,0,48.3455,0
32435,19030000.0,-0.0007,0,29.9581,0,62.586,0,48.3455,0
32436,19020000.0,0.0099,0,29.9581,0,62.5861,0,48.3458,0
32437,19070000.0,0.0413,0,29.9584,0,62.5868,0,48.3454,0
