index,nfd-1-cps,nfd-1-cr,rr-active-state,rr-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position
54,14.92,-3.3192,-1,-0.1448,-1,-0.0264,-1,-0.0042
55,14.359,-3.3184,-1,-0.145,-1,-0.0263,-1,-0.0046
56,13.8271,-3.3188,-1,-0.1451,-1,-0.0264,-1,-0.0046
57,13.3058,-3.3184,-1,-0.1445,-1,-0.0261,-1,-0.0041
58,12.8354,-3.3179,-1,-0.1447,-1,-0.0262,-1,-0.004
59,12.2565,-3.3168,-1,-0.1447,-1,-0.0265,-1,-0.0041
60,11.8353,-3.3172,-1,-0.1447,-1,-0.0261,-1,-0.004
61,11.6628,-3.3174,-1,-0.1449,-1,-0.0264,-1,-0.0047
62,11.2411,-3.3167,-1,-0.1447,-1,-0.0262,-1,-0.0041
63,10.8662,-3.3171,-1,-0.1451,-1,-0.0264,-1,-0.004
64,10.5558,-3.3182,-1,-0.1452,-1,-0.0264,-1,-0.0043
65,10.1621,-3.3188,-1,-0.1445,-1,-0.0263,-1,-0.0043
66,9.9324,-3.3184,-1,-0.1451,-1,-0.0264,-1,-0.0046
67,9.6581,-3.319,-1,-0.1447,-1,-0.0264,-1,-0.0043
68,9.2111,-3.3197,-1,-0.1449,-1,-0.0264,-1,-0.0044
69,9.004,-3.3194,-1,-0.1448,-1,-0.0261,-1,-0.0043
70,8.8021,-3.3191,-1,-0.1451,-1,-0.0266,-1,-0.0046
71,8.8033,-3.3184,-1,-0.1452,-1,-0.0262,-1,-0.0047
72,8.8421,-3.3201,-1,-0.145,-1,-0.0264,-1,-0.0047
73,8.7021,-3.3199,-1,-0.1449,-1,-0.0259,-1,-0.0041
74,8.6355,-3.3183,-1,-0.1452,-1,-0.0262,-1,-0.0044
75,8.5685,-3.3182,-1,-0.145,-1,-0.0262,-1,-0.0044
76,8.1678,-3.3177,-1,-0.1446,-1,-0.0264,-1,-0.0042
77,8.1287,-3.3177,-1,-0.1448,-1,-0.0266,-1,-0.0047
78,8.0464,-3.3174,-1,-0.1448,-1,-0.0263,-1,-0.0048
79,7.7575,-3.3185,-1,-0.1448,-1,-0.0259,-1,-0.0043
80,7.601,-3.3186,-1,-0.1448,-1,-0.0263,-1,-0.0044
81,7.6244,-3.3188,-1,-0.1446,-1,-0.026,-1,-0.0043
82,7.5079,-3.3195,-1,-0.1445,-1,-0.0263,-1,-0.0044
83,7.3446,-3.319,-1,-0.1451,-1,-0.0259,-1,-0.0042
84,7.2138,-3.3183,-1,-0.1448,-1,-0.0261,-1,-0.0046
85,7.0801,-3.3187,-1,-0.1448,-1,-0.0259,-1,-0.0047
86,6.9824,-3.3057,0,-0.1451,0,-0.026,#N/A,-0.0041
87,6.9386,-3.2849,0,-0.1454,0,-0.0267,0,-0.0052
88,6.6839,-3.3042,0,-0.1453,0,-0.0268,0,-0.0049
89,6.5745,-3.249,0,-0.1457,0,-0.0273,0,-0.0052
90,6.4637,-3.2385,0,-0.1457,0,-0.0273,0,-0.0049
91,6.3531,-3.1817,0,-0.1457,0,-0.0269,0,-0.0053
92,6.2894,-3.1049,0,-0.1457,0,-0.027,0,-0.0051
93,6.3959,-3.0223,0,-0.1452,0,-0.0269,0,-0.005
94,6.348,-2.9733,0,-0.1455,1,-0.0267,0,-0.0049
95,6.3847,-2.5912,0,-0.1453,1,0.1651,0,-0.0051
96,7.355,-2.114,0,-0.1452,1,0.3498,0,-0.0047
97,8.7847,-1.3997,0,-0.1455,1,0.5505,0,-0.005
98,9.8142,-0.8946,0,-0.1455,1,0.7442,0,-0.0051
99,10.579,-0.439,0,-0.1457,1,0.8786,0,-0.0048
100,11.498,0.1153,0,-0.1453,1,1.0649,0,-0.0049
101,12.771,0.5739,0,-0.1455,1,1.2778,0,-0.0049
102,13.9184,1.2035,0,-0.1454,1,1.4345,0,-0.0045
103,16.2924,2.2933,0,-0.1452,1,1.5973,0,-0.0049
104,18.7852,3.3524,0,-0.1457,1,1.651,0,-0.0051
105,21.8127,4.333,0,-0.1452,1,1.9701,0,-0.0047
106,25.4469,5.4706,0,-0.1453,1,2.1422,0,-0.0048
107,28.8197,6.1047,0,-0.1452,1,2.3522,0,-0.005
108,33.2578,6.8128,0,-0.1453,1,2.4936,0,-0.0049
109,36.5879,7.0226,0,-0.1456,1,2.6433,0,-0.0046
110,40.7993,7.1968,0,-0.1456,1,2.8395,0,-0.0051
111,44.2298,7.2353,0,-0.1453,1,3.0234,0,-0.0048
112,48.4506,7.2029,0,-0.1457,1,3.2059,0,-0.0052
113,52.7755,7.1738,0,-0.1451,1,3.3794,0,-0.0045
114,55.2326,5.6629,0,-0.1453,1,3.5718,0,-0.0047
115,52.5043,4.2925,0,-0.1455,1,3.7417,0,-0.0048
116,49.8262,3.0811,0,-0.1457,1,3.9126,0,-0.0044
117,47.5999,2.2856,0,-0.1454,1,4.1036,0,-0.0047
118,44.6143,1.3071,0,-0.1453,1,4.2684,0,-0.0044
119,42.0666,0.7402,0,-0.1456,1,4.4248,0,-0.0049
120,39.7232,0.1395,0,-0.1454,1,4.6526,0,-0.0047
121,37.6809,-0.2779,0,-0.1454,1,4.7956,0,-0.0047
122,35.4788,-0.7519,0,-0.1454,1,5.0129,0,-0.0048
123,33.4652,-1.0707,0,-0.1457,1,5.2087,0,-0.0047
124,31.837,-1.4142,0,-0.1456,1,5.4075,0,-0.005
125,30.0027,-1.6724,0,-0.1453,1,5.5974,0,-0.0048
126,28.5613,-1.9,0,-0.1454,1,5.7857,0,-0.0047
127,27.2491,-2.102,0,-0.1454,1,5.9915,0,-0.0046
128,25.2984,-2.3802,0,-0.1455,1,6.1519,0,-0.0047
129,24.245,-2.4849,0,-0.1451,1,6.2979,0,-0.0047
130,23.0238,-2.6624,0,-0.1454,1,6.5337,0,-0.0045
131,21.8238,-2.7733,0,-0.1451,1,6.7345,0,-0.0046
132,20.8963,-2.8682,0,-0.145,1,6.8965,0,-0.0048
133,19.8157,-2.9839,0,-0.1453,1,7.0973,0,-0.0044
134,18.8894,-3.0862,0,-0.1454,1,7.3451,0,-0.0049
135,18.0826,-3.1662,0,-0.1452,1,7.5311,0,-0.0048
136,17.2023,-3.2789,0,-0.1453,1,7.4733,0,-0.0047
137,16.3625,-3.3184,0,-0.1454,1,7.8767,0,-0.0047
138,15.5891,-3.3192,0,-0.1457,1,8.0234,0,-0.0049
139,14.7804,-3.319,0,-0.1453,1,8.1484,0,-0.0047
140,14.2989,-3.3192,0,-0.1456,1,8.3853,0,-0.0051
141,13.7529,-3.3187,0,-0.1453,1,8.5929,0,-0.0051
142,13.2978,-3.3189,0,-0.1452,1,8.5292,0,-0.0049
143,12.7425,-3.3183,0,-0.1456,1,8.9447,0,-0.0049
144,12.2355,-3.3181,0,-0.1456,1,9.1144,0,-0.0048
145,11.7634,-3.3186,0,-0.1453,1,9.279,0,-0.0049
146,11.3212,-3.3187,0,-0.1453,1,9.4489,0,-0.0049
147,11.1897,-3.3183,0,-0.1452,1,9.6224,0,-0.0049
148,10.7768,-3.3179,0,-0.1451,1,9.7645,0,-0.0047
149,10.4448,-3.3177,0,-0.1452,1,9.9569,0,-0.0049
150,10.2012,-3.3178,0,-0.1452,1,10.1523,0,-0.0049
151,9.7563,-3.3181,0,-0.1454,1,10.3064,0,-0.0048
152,9.4519,-3.3184,0,-0.1452,1,10.4991,0,-0.0049
153,9.1687,-3.3187,0,-0.1454,1,10.6503,0,-0.0046
154,8.896,-3.3188,0,-0.1451,1,10.8232,0,-0.0045
155,8.8259,-3.3185,0,-0.1453,1,10.9686,0,-0.0047
156,8.4816,-3.3182,0,-0.1453,1,11.1622,0,-0.0047
157,8.2253,-3.3187,0,-0.1455,1,11.3412,0,-0.005
158,7.9827,-3.3192,0,-0.1454,1,11.5256,0,-0.0042
159,7.7684,-3.3189,0,-0.1452,1,11.6891,0,-0.005
160,7.6703,-3.3186,0,-0.1455,1,11.8501,0,-0.005
161,7.6136,-3.3181,0,-0.1455,1,12.0453,0,-0.0048
162,7.3636,-3.3182,0,-0.1452,1,12.2462,0,-0.0048
163,7.1518,-3.3185,0,-0.1452,1,12.4055,0,-0.005
164,7.0115,-3.3189,0,-0.1452,1,12.5958,0,-0.0049
165,6.9732,-3.318,0,-0.1453,1,12.7875,0,-0.0047
166,6.7333,-3.3187,0,-0.1453,1,12.9669,0,-0.0049
167,6.6819,-3.3183,0,-0.1455,1,13.1592,0,-0.0051
168,6.5228,-3.3184,0,-0.1452,1,13.3425,0,-0.0046
169,6.5118,-3.3182,0,-0.145,1,13.4952,0,-0.0045
170,6.4619,-3.2724,0,-0.1455,1,13.6842,0,-0.0044
171,6.4566,-3.2181,0,-0.1454,1,13.89,0,-0.0049
172,6.5561,-3.0703,0,-0.1453,1,14.0666,0,-0.0044
173,6.5253,-3.0409,0,-0.1454,1,14.2317,0,-0.0051
174,6.473,-2.9848,0,-0.1454,1,14.4619,0,-0.0049
175,6.4502,-2.9007,0,-0.1455,1,14.6742,0,-0.0044
176,6.4641,-2.8297,0,-0.1452,1,14.8507,0,-0.0048
177,6.4036,-2.7616,0,-0.1454,1,15.0358,0,-0.005
178,6.4952,-2.7119,0,-0.1453,1,15.2104,0,-0.0048
179,6.441,-2.6097,0,-0.1454,1,15.3568,0,-0.0049
180,6.6444,-2.3148,0,-0.1452,1,15.323,0,-0.0049
181,7.0733,-2.1227,0,-0.1454,1,15.76,0,-0.0051
182,7.5263,-1.5427,0,-0.1449,1,15.7873,0,-0.0044
183,8.7729,-0.9212,0,-0.1454,1,16.0945,0,-0.0047
184,9.6625,-0.4193,0,-0.145,1,16.2777,0,-0.0045
185,10.8409,0.1585,0,-0.1453,1,16.4377,0,-0.0046
186,12.0542,0.7777,0,-0.1453,1,16.6236,0,-0.0053
187,13.0984,1.1042,0,-0.1451,1,16.7996,0,-0.005
188,14.319,1.8168,0,-0.1456,1,16.943,0,-0.0046
189,16.3252,2.5431,0,-0.145,1,17.12,0,-0.0051
190,19.3518,3.8364,0,-0.1453,1,17.2715,0,-0.0049
191,22.2662,4.6581,0,-0.1453,1,17.4534,0,-0.0049
192,26.1726,6.0114,0,-0.145,1,17.6304,0,-0.0048
193,30.8657,7.0243,0,-0.145,1,17.8006,0,-0.0049
194,35.3081,7.4458,0,-0.1452,1,17.9741,0,-0.005
195,39.2536,7.3258,0,-0.1456,1,18.1352,0,-0.005
196,42.5307,7.5514,0,-0.1457,1,18.3174,0,-0.0052
197,46.6086,7.6912,0,-0.1455,1,18.468,0,-0.0051
198,49.2646,6.0405,0,-0.1457,1,18.6545,0,-0.0049
199,46.791,4.7265,0,-0.1453,1,18.815,0,-0.005
200,44.2889,3.2983,0,-0.1454,1,18.9787,0,-0.0049
201,41.9674,2.4618,0,-0.1454,1,19.1475,0,-0.0045
202,39.6527,1.5627,0,-0.1453,1,19.3274,0,-0.0049
203,37.6646,1.0239,0,-0.1455,1,19.5211,0,-0.005
204,35.8846,0.3853,0,-0.1452,1,19.6851,0,-0.0044
205,34.0889,-0.027,0,-0.1453,1,19.8542,0,-0.0048
206,32.2071,-0.5249,0,-0.1452,1,20.058,0,-0.0048
207,30.7149,-0.7956,0,-0.1453,1,20.246,0,-0.0048
208,29.2869,-1.1208,0,-0.1455,1,20.41,0,-0.005
209,27.8387,-1.3976,0,-0.1454,1,20.6185,0,-0.0047
210,26.3584,-1.6506,0,-0.1453,1,20.7694,0,-0.0047
211,24.951,-1.8943,0,-0.1451,1,20.9539,0,-0.0046
212,23.788,-2.1048,0,-0.1454,1,21.175,0,-0.0051
213,22.6271,-2.2318,0,-0.1452,1,21.3588,0,-0.0047
214,21.6732,-2.361,0,-0.1454,1,21.5593,0,-0.0048
215,20.6719,-2.4902,0,-0.1457,1,21.7199,0,-0.0047
216,19.9277,-2.5935,0,-0.1453,1,21.7341,0,-0.0051
217,18.8364,-2.7606,0,-0.1453,1,22.1182,0,-0.005
218,17.98,-2.8686,0,-0.1452,1,22.1328,0,-0.0047
219,17.4519,-2.8884,0,-0.1457,1,22.513,0,-0.0051
220,16.7157,-2.9792,0,-0.1453,1,22.6739,0,-0.0046
221,15.9669,-3.0436,0,-0.1453,1,22.8315,0,-0.0049
222,15.4364,-3.1032,0,-0.1459,1,23.0205,0,-0.0049
223,14.9366,-3.1301,0,-0.1454,1,23.2198,0,-0.0053
224,14.2431,-3.2179,0,-0.1453,1,23.3858,0,-0.0048
225,13.6432,-3.2644,0,-0.1455,1,23.5764,0,-0.0047
226,13.1757,-3.3097,0,-0.1457,1,23.7567,0,-0.0049
227,12.5519,-3.3192,0,-0.1453,1,23.9182,0,-0.0045
228,12.1084,-3.3183,0,-0.1451,1,24.0777,0,-0.0048
229,11.644,-3.318,0,-0.145,1,24.2808,0,-0.0047
230,11.3208,-3.3182,0,-0.1456,1,24.4178,0,-0.0047
231,11.1042,-3.3186,0,-0.1451,1,24.5836,0,-0.0046
232,10.7453,-3.3194,0,-0.1454,1,24.7822,0,-0.0052
233,10.5269,-3.3185,0,-0.1454,1,24.9504,0,-0.0049
234,10.1751,-3.3178,0,-0.145,1,25.1121,0,-0.0045
235,9.8392,-3.3184,0,-0.1453,1,25.2905,0,-0.0048
236,9.4948,-3.3182,0,-0.1454,1,25.4709,0,-0.0047
237,9.1393,-3.3182,0,-0.1455,1,25.6573,0,-0.0048
238,8.9248,-3.319,0,-0.1456,1,25.8209,0,-0.0048
239,8.6621,-3.3191,0,-0.1451,1,25.9935,0,-0.0047
240,8.3537,-3.3192,0,-0.1454,1,26.1441,0,-0.0044
241,7.9864,-3.3197,0,-0.1453,1,26.2974,0,-0.005
242,7.7398,-3.32,0,-0.1453,1,26.5107,0,-0.0046
243,7.493,-3.3195,0,-0.1456,1,26.6717,0,-0.0047
244,7.3391,-3.3184,0,-0.1451,1,26.8556,0,-0.0047
245,7.2578,-3.3184,0,-0.145,1,27.0095,0,-0.0044
246,7.1622,-3.3173,0,-0.1455,1,27.2152,0,-0.0048
247,7.107,-3.3177,0,-0.1453,1,27.3902,0,-0.0045
248,7.066,-3.3065,0,-0.1454,1,27.5745,0,-0.0048
249,7.1467,-3.2283,0,-0.1455,1,27.7592,0,-0.0049
250,7.0677,-3.2018,0,-0.1455,1,27.9086,0,-0.0046
251,6.8803,-3.1784,0,-0.1455,1,28.085,0,-0.005
252,6.7414,-3.1626,0,-0.1452,1,28.2946,0,-0.0047
253,6.5867,-3.1836,0,-0.1454,1,28.4541,0,-0.0045
254,6.3872,-3.1607,0,-0.1454,1,28.6651,0,-0.0046
255,6.3648,-3.0991,0,-0.1452,1,28.8556,0,-0.0045
256,6.2408,-3.0785,0,-0.1453,1,29.0441,0,-0.0045
257,6.1256,-3.0573,0,-0.1454,1,29.2622,0,-0.0049
258,6.0585,-3.0279,0,-0.1456,1,29.4228,0,-0.0047
259,5.9508,-3.0242,0,-0.1453,1,29.5957,0,-0.0048
260,5.7669,-2.996,0,-0.1451,1,29.7927,0,-0.005
261,5.8108,-2.9013,0,-0.1456,1,29.9841,0,-0.0047
262,5.8258,-2.8399,0,-0.145,1,30.1272,0,-0.0047
263,5.8702,-2.7079,0,-0.1453,1,30.3051,0,-0.0046
264,5.924,-2.6449,0,-0.1455,1,30.512,0,-0.0045
265,6.0959,-2.3537,0,-0.1453,1,30.6652,0,-0.0046
266,6.5172,-2.0141,0,-0.1457,1,30.8692,0,-0.0048
267,7.0353,-1.6609,0,-0.1455,1,31.0648,0,-0.0048
268,8.1655,-1.0682,0,-0.1456,1,31.2234,0,-0.0051
269,8.6833,-0.9643,0,-0.1451,1,31.4034,0,-0.0046
270,9.1399,-0.2969,0,-0.1455,1,31.5518,0,-0.0046
271,10.315,0.3504,0,-0.1454,1,31.7093,0,-0.0049
272,12.5568,1.458,0,-0.1454,1,31.901,0,-0.005
273,14.0644,2.0426,0,-0.1453,1,32.058,0,-0.0046
274,16.534,3.1925,0,-0.1453,1,32.2543,0,-0.0048
275,19.426,4.4395,0,-0.1455,1,32.4059,0,-0.0047
276,22.4336,5.113,0,-0.1452,1,32.6052,0,-0.0048
277,25.6753,5.8568,0,-0.1454,1,32.7766,0,-0.0053
278,28.3937,6.3722,0,-0.1455,1,32.9589,0,-0.0046
279,31.8626,6.815,0,-0.1455,1,33.1355,0,-0.0048
280,36.0089,7.2303,0,-0.1457,1,33.2756,0,-0.0043
281,39.56,7.4233,0,-0.1451,1,33.446,0,-0.0048
282,42.6679,7.1093,0,-0.1455,1,33.6478,0,-0.0049
283,46.1645,7.1735,0,-0.1451,1,33.7963,0,-0.0047
284,47.2273,5.2221,0,-0.1455,1,33.9994,0,-0.0046
285,44.9952,4.0272,0,-0.1455,1,34.1777,0,-0.0051
286,42.7557,2.8593,0,-0.1454,1,34.3625,0,-0.0047
287,40.5264,1.9056,0,-0.1453,1,34.547,0,-0.0049
288,38.8575,1.31,0,-0.1454,1,34.7231,0,-0.0046
289,36.8254,0.7892,0,-0.1455,1,34.8935,0,-0.0047
290,34.5461,0.1237,0,-0.1456,1,35.0702,0,-0.0047
291,32.9848,-0.2268,0,-0.1455,1,35.2349,0,-0.0047
292,31.1998,-0.6773,0,-0.1457,1,35.4463,0,-0.0047
293,29.5474,-0.9819,0,-0.1455,1,35.6072,0,-0.0045
294,27.8627,-1.3927,0,-0.1454,1,35.8223,0,-0.0048
295,26.3793,-1.6513,0,-0.1452,1,36.0097,0,-0.0048
296,25.1339,-1.8372,0,-0.1453,1,36.2055,0,-0.0046
297,24.0486,-1.9821,0,-0.1453,1,36.4076,0,-0.0044
298,23.0228,-2.181,0,-0.1458,1,36.5688,0,-0.0046
299,22.0206,-2.303,0,-0.1453,1,36.5784,0,-0.0046
300,20.7502,-2.5057,0,-0.1453,1,36.9495,0,-0.0042
301,19.9056,-2.6175,0,-0.1454,1,37.1596,0,-0.0047
302,18.8006,-2.7461,0,-0.145,1,37.3185,0,-0.0047
303,18.1484,-2.8057,0,-0.1453,1,37.5285,0,-0.0045
304,17.4286,-2.8935,0,-0.1453,1,37.7025,0,-0.0053
305,16.7999,-2.9305,0,-0.1451,1,37.8929,0,-0.0046
306,16.3089,-2.998,0,-0.1454,1,38.0753,0,-0.0049
307,15.7086,-3.0585,0,-0.1453,1,38.2617,0,-0.0047
308,15.1008,-3.1065,0,-0.1451,1,38.4357,0,-0.0046
309,14.3228,-3.2045,0,-0.1457,1,38.5886,0,-0.0044
310,13.7635,-3.2464,0,-0.1452,1,38.8028,0,-0.0051
311,13.2807,-3.2667,0,-0.1457,1,38.9469,0,-0.0046
312,12.8737,-3.2984,0,-0.1455,1,39.1453,0,-0.0051
313,12.4025,-3.3185,0,-0.1452,1,39.2955,0,-0.0049
314,12.0577,-3.3178,0,-0.1454,1,39.4919,0,-0.0049
315,11.7123,-3.3017,0,-0.1453,1,39.66,0,-0.0052
316,11.5345,-3.3124,0,-0.1454,1,39.8328,0,-0.0046
317,11.1211,-3.3177,0,-0.1451,1,40.0127,0,-0.0048
318,10.7256,-3.3168,0,-0.1456,1,40.1644,0,-0.0049
319,10.6775,-3.2828,0,-0.1457,1,40.3231,0,-0.0048
320,10.46,-3.2681,0,-0.1457,1,40.4771,0,-0.0046
321,10.1699,-3.2713,0,-0.1452,1,40.6836,0,-0.0048
322,9.8948,-3.2486,0,-0.1457,1,40.8785,0,-0.0047
323,9.8137,-3.1815,0,-0.1454,0,41.0395,0,-0.0048
324,9.6999,-3.1534,0,-0.1454,0,41.085,0,-0.0049
325,9.5276,-3.114,0,-0.1452,0,41.0861,0,-0.0047
326,9.4387,-3.0617,0,-0.1451,0,41.0864,0,-0.0049
327,9.4404,-3.0119,0,-0.1453,#N/A,41.0867,0,-0.0046
328,9.3342,-2.9242,0,-0.1455,0,41.1297,0,-0.0042
329,9.304,-2.86,0,-0.1454,0,41.1296,0,-0.005
330,9.1662,-2.8318,0,-0.1456,0,41.129,0,-0.0046
331,9.2056,-2.7467,0,-0.1454,0,41.1289,0,-0.0046
332,10.0415,-2.2016,0,-0.1454,0,41.1287,0,-0.0047
333,10.4065,-2.1687,0,-0.1454,0,41.1289,0,-0.0049
334,10.0217,-2.2345,0,-0.1451,0,41.1282,0,-0.0045
335,9.7679,-2.2376,0,-0.1455,0,41.1282,1,0.0133
336,12.4,-0.8953,0,-0.1453,0,41.1297,1,0.1966
337,12.8885,-0.9881,0,-0.1453,0,41.1291,1,0.3834
338,12.4817,-1.0776,0,-0.1453,0,41.1281,1,0.5719
339,12.2988,-1.0665,0,-0.1454,0,41.1286,1,0.7357
340,12.2431,-1.0872,0,-0.1456,0,41.1282,1,0.9067
341,12.1717,-1.0544,0,-0.1455,0,41.1276,1,1.1203
342,11.8534,-1.1625,0,-0.1452,0,41.1283,1,1.3265
343,11.5996,-1.1645,0,-0.1454,0,41.1287,1,1.4911
344,11.6684,-1.0955,0,-0.1453,0,41.1291,1,1.6918
345,11.4257,-1.1847,0,-0.1454,0,41.1289,1,1.8656
346,11.1415,-1.2485,0,-0.1454,0,41.1283,1,2.0519
347,10.9497,-1.212,0,-0.1455,0,41.129,1,2.2114
348,10.922,-1.183,0,-0.1452,0,41.1283,1,2.4189
349,10.8234,-1.2154,0,-0.1454,0,41.128,1,2.5957
350,10.693,-1.2066,0,-0.1453,0,41.1279,1,2.7419
351,10.573,-1.1299,0,-0.1453,0,41.1276,1,2.9522
352,11.0444,-0.8124,0,-0.1455,0,41.1286,1,3.1108
353,12.1604,0.0019,0,-0.1457,0,41.128,1,3.3239
354,13.9464,0.4621,0,-0.1454,0,41.129,1,3.5056
355,14.713,0.7078,0,-0.1458,0,41.1284,1,3.696
356,16.0152,1.1816,0,-0.1454,0,41.1282,1,3.8847
357,17.2802,1.5691,0,-0.1454,0,41.1276,1,4.0635
358,18.0672,1.8639,0,-0.1452,0,41.1284,1,4.254
359,19.681,2.3202,0,-0.1456,0,41.1278,1,4.4169
360,21.5577,3.1476,0,-0.1453,0,41.1273,1,4.5824
361,24.8145,3.9564,0,-0.1455,0,41.1285,1,4.7677
362,28.4175,4.9128,0,-0.1455,0,41.1286,1,4.9505
363,32.8266,5.7879,0,-0.1454,0,41.1287,1,5.1678
364,37.2722,6.3663,0,-0.1454,0,41.1282,1,5.3523
365,41.7918,6.7945,0,-0.1452,0,41.1283,1,5.522
366,46.3559,7.0004,0,-0.1452,0,41.1273,1,5.7332
367,50.4533,7.0778,0,-0.1457,0,41.1274,1,5.9064
368,54.4491,7.092,0,-0.1454,0,41.1276,1,6.1134
369,58.5646,6.9548,0,-0.1454,0,41.128,1,6.2952
370,62.5305,6.3748,0,-0.1456,0,41.1283,1,6.4892
371,64.5597,5.4576,0,-0.1452,0,41.1282,1,6.6709
372,62.8067,3.9439,0,-0.145,0,41.1291,1,6.8186
373,59.5685,2.9748,0,-0.1452,0,41.1287,1,7.0245
374,55.6021,1.8054,0,-0.1453,0,41.128,1,7.2492
375,52.6946,1.1441,0,-0.1453,0,41.1269,1,7.4016
376,49.2711,0.4301,0,-0.1457,0,41.1277,1,7.6088
377,46.5246,-0.2092,0,-0.1454,0,41.1285,1,7.8102
378,43.7901,-0.6488,0,-0.1455,0,41.1281,1,7.9917
379,41.2667,-1.1022,0,-0.1455,0,41.1276,1,8.1853
380,39.2931,-1.4146,0,-0.1451,0,41.1286,1,8.378
381,36.8638,-1.6996,0,-0.1452,0,41.1284,1,8.5767
382,34.4838,-1.9809,0,-0.1451,0,41.1287,1,8.705
383,32.9357,-2.2113,0,-0.1451,0,41.1289,1,8.9081
